altitude,site,plot,mountain,label,species,individual,eye,head,leg,scape
1395,PO3,A,west,PO3AProformica_nasuta1Eye,Proformica_nasuta,1,0.189,0.892,1.247,0.936
1395,PO3,A,west,PO3AProformica_nasuta2Eye,Proformica_nasuta,2,0.173,0.761,1.238,0.755
1395,PO3,A,west,PO3AProformica_nasuta3Eye,Proformica_nasuta,3,0.19,0.651,1.055,0.771
1395,PO3,A,west,PO3ATapinoma_madeirense1Eye,Tapinoma_madeirense,1,0.202,0.635,0.596,0.659
1395,PO3,A,west,PO3ATapinoma_madeirense2Eye,Tapinoma_madeirense,2,0.163,0.641,0.601,0.551
1395,PO3,A,west,PO3ATapinoma_madeirense3Eye,Tapinoma_madeirense,3,0.158,0.823,0.8,0.783
1395,PO3,A,west,PO3ATemnothorax_ibericus1Eye,Temnothorax_ibericus,1,0.122,0.543,0.461,0.394
1395,PO3,A,west,PO3ATemnothorax_ibericus2Eye,Temnothorax_ibericus,2,0.109,0.441,0.33,0.351
1395,PO3,A,west,PO3ATemnothorax_ibericus3Eye,Temnothorax_ibericus,3,0.145,0.557,0.453,0.433
1395,PO3,A,west,PO3ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.085,0.712,0.54,0.426
1395,PO3,A,west,PO3ATetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.098,0.76,0.567,0.515
1395,PO3,A,west,PO3ATetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.136,0.781,0.634,0.545
1395,PO3,B,west,PO3BFormica_cunicularia1Eye,Formica_cunicularia,1,0.307,1.165,1.53,1.277
1395,PO3,B,west,PO3BFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.323,1.349,1.844,1.598
1395,PO3,B,west,PO3BFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.327,1.383,1.626,1.322
1395,PO3,B,west,PO3BFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.348,1.622,1.992,1.549
1395,PO3,B,west,PO3BLasius_grandis-niger1Eye,Lasius_grandis,1,0.23,1.082,1.145,1.112
1395,PO3,B,west,PO3BLasius_piliferus1Eye,Lasius_piliferus,1,0.143,0.759,0.796,0.678
1395,PO3,B,west,PO3BLasius_piliferus2Eye,Lasius_piliferus,2,0.161,0.797,0.802,0.859
1395,PO3,B,west,PO3BLasius_piliferus3Eye,Lasius_piliferus,3,0.16,0.811,0.804,0.848
1395,PO3,B,west,PO3BMyrmica_aloba1Eye,Myrmica_aloba,1,0.177,1.022,0.729,0.799
1395,PO3,B,west,PO3BMyrmica_aloba2Eye,Myrmica_aloba,2,0.159,0.943,0.804,0.871
1395,PO3,B,west,PO3BMyrmica_aloba3Eye,Myrmica_aloba,3,0.194,1.064,0.786,0.941
1395,PO3,B,west,PO3BTapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.139,0.586,0.563,0.609
1395,PO3,B,west,PO3BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.076,0.608,0.419,0.430
1395,PO3,B,west,PO3BTetramorium_forte1Eye,Tetramorium_forte,1,0.127,0.778,0.645,0.663
1395,PO3,C,west,PO3CAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.214,1.004,1.946,1.844
1395,PO3,C,west,PO3CAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.156,1.009,1.969,1.665
1395,PO3,C,west,PO3CAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.221,1.125,1.99,1.938
1395,PO3,C,west,PO3CFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.294,1.353,1.94,1.548
1395,PO3,C,west,PO3CFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.324,1.482,1.84,1.591
1395,PO3,C,west,PO3CFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.367,1.474,2.081,1.796
1395,PO3,C,west,PO3CLasius_flavus1Eye,Lasius_flavus,1,0.052,0.734,0.598,0.563
1395,PO3,C,west,PO3CLasius_flavus2Eye,Lasius_flavus,2,0.069,0.702,0.627,0.562
1395,PO3,C,west,PO3CLasius_piliferus1Eye,Lasius_piliferus,1,0.14,0.799,0.749,0.718
1395,PO3,C,west,PO3CLasius_piliferus2Eye,Lasius_piliferus,2,0.131,0.715,0.714,0.671
1395,PO3,C,west,PO3CLasius_piliferus3Eye,Lasius_piliferus,3,0.206,0.857,0.818,0.735
1395,PO3,C,west,PO3CProformica_nasuta1Eye,Proformica_nasuta,1,0.245,1.073,1.223,1.076
1395,PO3,C,west,PO3CProformica_nasuta2Eye,Proformica_nasuta,2,0.146,0.635,0.963,0.747
1395,PO3,C,west,PO3CProformica_nasuta3Eye,Proformica_nasuta,3,0.194,0.683,1.025,0.918
1395,PO3,C,west,PO3CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.121,0.65,0.448,0.494
1395,PO3,C,west,PO3CTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.1,0.627,0.453,0.413
1395,PO3,C,west,PO3CTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.103,0.655,0.442,0.555
1395,PO3,C,west,PO3CTetramorium_erraticum1Eye,Tapinoma_erraticum,1,0.155,0.767,0.712,0.788
1395,PO3,C,west,PO3CTetramorium_erraticum2Eye,Tapinoma_erraticum,2,0.165,0.644,0.572,0.482
1395,PO3,C,west,PO3CTetramorium_erraticum3Eye,Tapinoma_erraticum,3,0.185,0.738,0.699,0.744
1650,PO4,A,west,PO4ACataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.407,1.927,2.794,1.774
1650,PO4,A,west,PO4ACataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.419,1.706,2.534,1.791
1650,PO4,A,west,PO4AFormica_dusmeti1Eye,Formica_dusmeti,1,0.3,1.881,2.449,1.588
1650,PO4,A,west,PO4AFormica_dusmeti2Eye,Formica_dusmeti,2,0.347,1.6,2.047,1.401
1650,PO4,A,west,PO4AFormica_dusmeti3Eye,Formica_dusmeti,3,0.327,2.159,2.558,1.739
1650,PO4,A,west,PO4AFormica_frontalis1Eye,Formica_frontalis,1,0.404,1.954,2.946,1.906
1650,PO4,A,west,PO4AFormica_frontalis2Eye,Formica_frontalis,2,0.393,1.847,2.53,1.861
1650,PO4,A,west,PO4AFormica_fusca1Eye,Formica_fusca,1,0.349,1.43,1.763,1.413
1650,PO4,A,west,PO4AFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.371,1.447,2.015,1.666
1650,PO4,A,west,PO4AFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.382,1.259,1.561,1.244
1650,PO4,A,west,PO4AFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.393,1.205,1.63,1.452
1650,PO4,A,west,PO4ALasius_grandis1Eye,Lasius_grandis,1,0.205,0.964,1.164,1.043
1650,PO4,A,west,PO4ALasius_piliferus1Eye,Lasius_piliferus,1,0.163,0.902,0.918,0.851
1650,PO4,A,west,PO4ALasius_piliferus2Eye,Lasius_piliferus,2,0.127,0.846,0.836,0.743
1650,PO4,A,west,PO4ALasius_piliferus3Eye,Lasius_piliferus,3,0.186,0.849,0.847,0.808
1650,PO4,A,west,PO4AMessor_capitatus1Eye,Messor_capitatus,1,0.267,1.585,1.558,1.468
1650,PO4,A,west,PO4AProformica_nasuta1Eye,Proformica_nasuta,1,0.182,0.756,1.073,0.826
1650,PO4,A,west,PO4AProformica_nasuta2Eye,Proformica_nasuta,2,0.188,0.82,1.18,0.923
1650,PO4,A,west,PO4AProformica_nasuta3Eye,Proformica_nasuta,3,0.178,0.638,1.003,0.811
1650,PO4,A,west,PO4AStrongylognathus_testaceus1Eye,Strongylognathus_testaceus,1,0.164,0.793,0.52,0.390
1650,PO4,A,west,PO4AStrongylognathus_testaceus2Eye,Strongylognathus_testaceus,2,0.178,0.776,0.492,0.380
1650,PO4,A,west,PO4ATapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.156,0.624,0.603,0.594
1650,PO4,A,west,PO4ATapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.17,0.767,0.832,0.785
1650,PO4,A,west,PO4ATapinoma_erraticum3Eye,Tapinoma_erraticum,3,0.129,0.641,0.589,0.676
1650,PO4,A,west,PO4ATapinoma_madeirense1Eye,Tapinoma_madeirense,1,0.177,0.752,0.786,0.739
1650,PO4,A,west,PO4ATapinoma_madeirense2Eye,Tapinoma_madeirense,2,0.132,0.521,0.568,0.583
1650,PO4,A,west,PO4ATapinoma_madeirense3Eye,Tapinoma_madeirense,3,0.128,0.57,0.565,0.659
1650,PO4,A,west,PO4ATemnothorax_ibericus1Eye,Temnothorax_ibericus,1,0.059,0.478,0.394,0.372
1650,PO4,A,west,PO4ATemnothorax_ibericus2Eye,Temnothorax_ibericus,2,0.077,0.582,0.479,0.431
1650,PO4,A,west,PO4ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.118,0.834,0.518,0.563
1650,PO4,A,west,PO4ATetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.119,0.732,0.492,0.482
1650,PO4,A,west,PO4ATetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.108,0.7,0.528,0.524
1650,PO4,B,west,PO4BAphaenogaster_gibbosa1Eye,Aphaenogaster_gibbosa,1,0.213,1.364,1.284,1.432
1650,PO4,B,west,PO4BAphaenogaster_gibbosa2Eye,Aphaenogaster_gibbosa,2,0.185,1.285,1.228,1.281
1650,PO4,B,west,PO4BAphaenogaster_gibbosa3Eye,Aphaenogaster_gibbosa,3,0.201,1.156,1.17,1.265
1650,PO4,B,west,PO4BCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.367,1.615,2.156,1.681
1650,PO4,B,west,PO4BCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.437,1.676,2.506,1.436
1650,PO4,B,west,PO4BCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.303,1.087,1.7,1.195
1650,PO4,B,west,PO4BFormica_frontalis1Eye,Formica_frontalis,1,0.338,1.572,2.281,1.851
1650,PO4,B,west,PO4BFormica_frontalis2Eye,Formica_frontalis,2,0.319,1.325,1.841,1.431
1650,PO4,B,west,PO4BFormica_frontalis3Eye,Formica_frontalis,3,0.337,1.651,2.196,1.633
1650,PO4,B,west,PO4BLasius_piliferus1Eye,Lasius_piliferus,1,0.162,0.823,0.811,0.580
1650,PO4,B,west,PO4BLasius_piliferus2Eye,Lasius_piliferus,2,0.165,0.874,0.765,0.817
1650,PO4,B,west,PO4BLasius_piliferus3Eye,Lasius_piliferus,3,0.159,0.744,0.725,0.700
1650,PO4,B,west,PO4BMessor_capitatus1Eye,Messor_capitatus,1,0.225,1.424,1.323,1.377
1650,PO4,B,west,PO4BMessor_capitatus2Eye,Messor_capitatus,2,0.23,1.451,1.333,1.343
1650,PO4,B,west,PO4BMessor_capitatus3Eye,Messor_capitatus,3,0.208,1.267,1.339,1.233
1650,PO4,B,west,PO4BProformica_nasuta1Eye,Proformica_nasuta,1,0.19,0.776,1.179,0.689
1650,PO4,B,west,PO4BProformica_nasuta2Eye,Proformica_nasuta,2,0.169,0.663,1.054,0.728
1650,PO4,B,west,PO4BProformica_nasuta3Eye,Proformica_nasuta,3,0.184,0.64,0.986,0.810
1650,PO4,B,west,PO4BStrongylognathus_testaceus1Eye,Strongylognathus_testaceus,1,0.125,0.764,0.486,0.377
1650,PO4,B,west,PO4BTapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.114,0.559,0.511,0.622
1650,PO4,B,west,PO4BTapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.116,0.579,0.549,0.612
1650,PO4,B,west,PO4BTemnothorax_ibericus1Eye,Temnothorax_ibericus,1,0.074,0.486,0.335,0.431
1650,PO4,B,west,PO4BTemnothorax_ibericus2Eye,Temnothorax_ibericus,2,0.062,0.416,0.278,0.343
1650,PO4,B,west,PO4BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.104,0.664,0.483,0.521
1650,PO4,B,west,PO4BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.101,0.696,0.518,0.557
1650,PO4,B,west,PO4BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.074,0.601,0.432,0.470
1650,PO4,C,west,PO4CAphaenogaster_gibbosa1Eye,Aphaenogaster_gibbosa,1,0.196,1.012,1.061,1.232
1650,PO4,C,west,PO4CCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.307,1.367,1.949,1.436
1650,PO4,C,west,PO4CCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.301,1.198,1.697,0.965
1650,PO4,C,west,PO4CCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.336,1.227,1.79,1.555
1650,PO4,C,west,PO4CFormica_frontalis1Eye,Formica_frontalis,1,0.3,1.397,1.91,1.228
1650,PO4,C,west,PO4CFormica_frontalis2Eye,Formica_frontalis,2,0.325,1.878,2.321,1.837
1650,PO4,C,west,PO4CFormica_frontalis3Eye,Formica_frontalis,3,0.359,1.699,2.359,1.325
1650,PO4,C,west,PO4CFormica_fusca1Eye,Formica_fusca,1,0.343,1.433,1.704,1.022
1650,PO4,C,west,PO4CFormica_fusca2Eye,Formica_fusca,2,0.345,1.335,1.768,1.572
1650,PO4,C,west,PO4CFormica_gerardi1Eye,Formica_gerardi,1,0.338,1.13,1.447,1.356
1650,PO4,C,west,PO4CFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.392,1.432,1.744,1.411
1650,PO4,C,west,PO4CFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.34,1.377,1.803,1.500
1650,PO4,C,west,PO4CFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.357,1.368,1.829,1.408
1650,PO4,C,west,PO4CLasius_grandis1Eye,Lasius_grandis,1,0.198,1.013,0.971,0.999
1650,PO4,C,west,PO4CLasius_grandis2Eye,Lasius_grandis,2,0.183,0.77,0.859,0.768
1650,PO4,C,west,PO4CLasius_grandis3Eye,Lasius_grandis,3,0.198,0.984,1.039,1.022
1650,PO4,C,west,PO4CLasius_piliferus1Eye,Lasius_piliferus,1,0.109,0.671,0.708,0.822
1650,PO4,C,west,PO4CLasius_piliferus2Eye,Lasius_piliferus,2,0.134,0.69,0.718,0.726
1650,PO4,C,west,PO4CLasius_piliferus3Eye,Lasius_piliferus,3,0.08,0.701,0.677,0.753
1650,PO4,C,west,PO4CMessor_capitatus1Eye,Messor_capitatus,1,0.213,1.543,1.381,1.423
1650,PO4,C,west,PO4CMessor_capitatus2Eye,Messor_capitatus,2,0.218,1.409,1.352,1.205
1650,PO4,C,west,PO4CMessor_capitatus3Eye,Messor_capitatus,3,0.193,1.321,1.235,1.202
1650,PO4,C,west,PO4CProformica_nasuta1Eye,Proformica_nasuta,1,0.193,0.536,0.896,0.739
1650,PO4,C,west,PO4CProformica_nasuta2Eye,Proformica_nasuta,2,0.223,0.762,1.034,0.840
1650,PO4,C,west,PO4CProformica_nasuta3Eye,Proformica_nasuta,3,0.176,0.598,1.001,0.621
1650,PO4,C,west,PO4CTapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.134,0.59,0.553,0.621
1650,PO4,C,west,PO4CTapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.11,0.595,0.593,0.646
1650,PO4,C,west,PO4CTapinoma_erraticum3Eye,Tapinoma_erraticum,3,0.116,0.63,0.64,0.676
1650,PO4,C,west,PO4CTemnothorax_unifasciatus1Eye,Temnothorax_unifasciatus,1,0.118,0.58,0.45,0.512
1650,PO4,C,west,PO4CTemnothorax_unifasciatus2Eye,Temnothorax_unifasciatus,2,0.107,0.557,0.369,0.510
1650,PO4,C,west,PO4CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.118,0.682,0.511,0.555
1650,PO4,C,west,PO4CTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.096,0.742,0.544,0.518
1650,PO4,C,west,PO4CTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.115,0.663,0.49,0.559
2050,PO5,A,west,PO5AFormica_fusca1Eye,Formica_fusca,1,0.292,1.164,1.581,1.382
2050,PO5,A,west,PO5AFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.265,1.43,1.897,1.627
2050,PO5,A,west,PO5AFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.29,1.411,1.859,0.898
2050,PO5,A,west,PO5AFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.359,1.522,2.211,1.741
2050,PO5,A,west,PO5AMyrmica_xavieri1Eye,Myrmica_xavieri,1,0.179,0.957,0.753,0.786
2050,PO5,A,west,PO5AMyrmica_xavieri2Eye,Myrmica_xavieri,2,0.192,1.093,0.851,0.823
2050,PO5,A,west,PO5AMyrmica_xavieri3Eye,Myrmica_xavieri,3,0.203,1.047,0.76,0.900
2050,PO5,A,west,PO5ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.093,0.706,0.504,0.526
2050,PO5,A,west,PO5ATetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.161,0.778,0.514,0.442
2050,PO5,A,west,PO5ATetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.105,0.762,0.411,0.559
2050,PO5,B,west,PO5BLasius_piliferus1Eye,Lasius_piliferus,1,0.183,0.765,0.836,0.730
2050,PO5,B,west,PO5BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.086,0.649,0.432,0.472
2050,PO5,B,west,PO5BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.11,0.657,0.42,0.483
2050,PO5,B,west,PO5BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.073,0.639,0.431,0.544
2050,PO5,C,west,PO5CFormica_fusca1Eye,Formica_fusca,1,0.292,1.174,1.436,1.285
2050,PO5,C,west,PO5CFormica_fusca2Eye,Formica_fusca,2,0.282,1.121,1.377,0.767
2050,PO5,C,west,PO5CFormica_fusca3Eye,Formica_fusca,3,0.306,1.061,1.446,1.392
2050,PO5,C,west,PO5CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.099,0.639,0.406,0.528
2050,PO5,C,west,PO5CTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.102,0.674,0.493,0.501
2050,PO5,C,west,PO5CTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.108,0.664,0.425,0.542
2220,PO6,A,west,PO6ACataglyphis_piliscapa1Eye,Cataglyphis_piliscapa,1,0.383,1.563,2.262,1.808
2220,PO6,A,west,PO6ACataglyphis_piliscapa2Eye,Cataglyphis_piliscapa,2,0.367,1.527,2.326,1.549
2220,PO6,A,west,PO6ACataglyphis_piliscapa3Eye,Cataglyphis_piliscapa,3,0.289,1.096,1.798,1.357
2220,PO6,A,west,PO6ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.087,0.738,0.524,0.475
2220,PO6,A,west,PO6ATetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.1,0.713,0.546,0.508
2220,PO6,A,west,PO6ATetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.119,0.702,0.517,0.489
2220,PO6,B,west,PO6BCataglyphis_piliscapa1Eye,Cataglyphis_piliscapa,1,0.311,1.272,2.007,1.567
2220,PO6,B,west,PO6BCataglyphis_piliscapa2Eye,Cataglyphis_piliscapa,2,0.273,1.073,1.759,1.214
2220,PO6,B,west,PO6BCataglyphis_piliscapa3Eye,Cataglyphis_piliscapa,3,0.31,1.323,2.054,1.539
2220,PO6,B,west,PO6BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.09,0.592,0.401,0.436
2220,PO6,B,west,PO6BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.126,0.688,0.464,0.506
2220,PO6,B,west,PO6BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.104,0.634,0.506,0.488
2220,PO6,C,west,PO6CCataglyphis_piliscapa1Eye,Cataglyphis_piliscapa,1,0.292,1.061,1.824,0.834
2220,PO6,C,west,PO6CCataglyphis_piliscapa2Eye,Cataglyphis_piliscapa,2,0.334,1.405,1.954,1.633
2220,PO6,C,west,PO6CCataglyphis_piliscapa3Eye,Cataglyphis_piliscapa,3,0.299,1.458,1.912,1.528
2220,PO6,C,west,PO6CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.088,0.644,0.434,0.366
2220,PO6,C,west,PO6CTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.093,0.568,0.429,0.482
2220,PO6,C,west,PO6CTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.084,0.65,0.431,0.508
684,PS1,A,main,PS1AAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.212,1.123,2.168,1.836
684,PS1,A,main,PS1AAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.141,1.188,2.003,1.814
684,PS1,A,main,PS1AAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.234,1.103,2.097,1.658
684,PS1,A,main,PS1ACamponotus_foreli1Eye,Camponotus_foreli,1,0.214,0.962,1.619,1.366
684,PS1,A,main,PS1ACamponotus_foreli2Eye,Camponotus_foreli,2,0.136,1.488,1.614,1.438
684,PS1,A,main,PS1ACamponotus_foreli3Eye,Camponotus_foreli,3,0.281,1.006,1.64,1.435
684,PS1,A,main,PS1ACataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.283,1.332,2.219,1.688
684,PS1,A,main,PS1ACataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.333,1.321,2.056,1.638
684,PS1,A,main,PS1ACataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.3,1.465,2.284,1.701
684,PS1,A,main,PS1ACrematogaster_auberti1Eye,Crematogaster_auberti,1,0.144,1.103,0.858,0.855
684,PS1,A,main,PS1ACrematogaster_auberti2Eye,Crematogaster_auberti,2,0.177,1.137,0.783,0.705
684,PS1,A,main,PS1ACrematogaster_auberti3Eye,Crematogaster_auberti,3,0.133,1.004,0.822,0.759
684,PS1,A,main,PS1AMessor_barbarus1Eye,Messor_barbarus,1,0.246,1.6,1.548,1.389
684,PS1,A,main,PS1AMessor_barbarus2Eye,Messor_barbarus,2,0.264,1.422,1.331,1.304
684,PS1,A,main,PS1AMessor_barbarus3Eye,Messor_barbarus,3,0.23,1.49,1.374,1.240
684,PS1,A,main,PS1ATapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.088,0.593,0.527,0.582
684,PS1,A,main,PS1ATapinoma_madeirense1Eye,Tapinoma_madeirense,1,0.134,0.555,0.529,0.613
684,PS1,A,main,PS1ATemnothorax_alfacarensis1Eye,Temnothorax_alfacarensis,1,0.102,0.546,0.408,0.443
684,PS1,A,main,PS1ATemnothorax_alfacarensis2Eye,Temnothorax_alfacarensis,2,0.092,0.514,0.45,0.493
684,PS1,A,main,PS1ATemnothorax_alfacarensis3Eye,Temnothorax_alfacarensis,3,0.117,0.481,0.35,0.449
684,PS1,A,main,PS1ATetramorium_forte1Eye,Tetramorium_forte,1,0.107,0.743,0.494,0.516
684,PS1,A,main,PS1ATetramorium_forte2Eye,Tetramorium_forte,2,0.125,0.774,0.534,0.558
684,PS1,A,main,PS1ATetramorium_forte3Eye,Tetramorium_forte,3,0.119,0.66,0.517,0.515
684,PS1,B,main,PS1BAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.172,1.02,1.913,1.721
684,PS1,B,main,PS1BAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.244,1.087,2.094,1.774
684,PS1,B,main,PS1BAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.169,1.066,1.937,1.743
684,PS1,B,main,PS1BCamponotus_foreli1Eye,Camponotus_foreli,1,0.244,1.121,1.848,1.594
684,PS1,B,main,PS1BCamponotus_foreli2Eye,Camponotus_foreli,2,0.21,0.957,1.592,1.701
684,PS1,B,main,PS1BCamponotus_foreli3Eye,Camponotus_foreli,3,0.265,1.164,2.024,1.644
684,PS1,B,main,PS1BCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.32,1.446,2.257,1.735
684,PS1,B,main,PS1BCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.357,1.358,2.231,1.593
684,PS1,B,main,PS1BCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.242,1.282,1.974,1.333
684,PS1,B,main,PS1BCrematogaster_auberti1Eye,Crematogaster_auberti,1,0.19,0.936,0.654,0.841
684,PS1,B,main,PS1BCrematogaster_auberti2Eye,Crematogaster_auberti,2,0.179,0.945,0.688,0.712
684,PS1,B,main,PS1BCrematogaster_auberti3Eye,Crematogaster_auberti,3,0.221,0.976,0.754,0.809
684,PS1,B,main,PS1BMessor_barbarus1Eye,Messor_barbarus,1,0.224,1.349,1.319,1.239
684,PS1,B,main,PS1BMessor_barbarus2Eye,Messor_barbarus,2,0.259,1.398,1.257,1.311
684,PS1,B,main,PS1BMessor_barbarus3Eye,Messor_barbarus,3,0.257,1.394,1.266,1.415
684,PS1,B,main,PS1BTapinoma_madeirense1Eye,Tapinoma_madeirense,1,0.155,0.584,0.556,0.648
684,PS1,B,main,PS1BTapinoma_madeirense2Eye,Tapinoma_madeirense,2,0.157,0.542,0.528,0.544
684,PS1,B,main,PS1BTapinoma_madeirense3Eye,Tapinoma_madeirense,3,0.141,0.63,0.627,0.692
684,PS1,B,main,PS1BTemnothorax_alfacarensis1Eye,Temnothorax_alfacarensis,1,0.096,0.415,0.336,0.413
684,PS1,B,main,PS1BTemnothorax_alfacarensis2Eye,Temnothorax_alfacarensis,2,0.095,0.465,0.382,0.458
684,PS1,B,main,PS1BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.131,0.729,0.467,0.529
684,PS1,B,main,PS1BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.11,0.666,0.443,0.443
684,PS1,B,main,PS1BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.093,0.621,0.418,0.415
684,PS1,B,main,PS1BTetramorium_forte1Eye,Tetramorium_forte,1,0.106,0.781,0.538,0.589
684,PS1,C,main,PS1CAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.176,1.016,1.774,1.591
684,PS1,C,main,PS1CAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.169,1.082,2.076,1.651
684,PS1,C,main,PS1CAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.212,1.089,1.782,1.726
684,PS1,C,main,PS1CCamponotus_foreli1Eye,Camponotus_foreli,1,0.254,0.926,1.637,1.520
684,PS1,C,main,PS1CCamponotus_foreli2Eye,Camponotus_foreli,2,0.299,0.985,1.761,1.591
684,PS1,C,main,PS1CCamponotus_foreli3Eye,Camponotus_foreli,3,0.264,0.993,1.728,1.645
684,PS1,C,main,PS1CCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.292,1.1,1.818,1.440
684,PS1,C,main,PS1CCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.34,1.368,2.297,1.259
684,PS1,C,main,PS1CCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.425,1.475,2.265,1.655
684,PS1,C,main,PS1CCrematogaster_auberti1Eye,Crematogaster_auberti,1,0.204,0.909,0.661,0.595
684,PS1,C,main,PS1CCrematogaster_auberti2Eye,Crematogaster_auberti,2,0.201,1.101,0.809,0.725
684,PS1,C,main,PS1CCrematogaster_auberti3Eye,Crematogaster_auberti,3,0.208,1.095,0.816,0.795
684,PS1,C,main,PS1CMessor_barbarus1Eye,Messor_barbarus,1,0.239,1.208,1.289,1.178
684,PS1,C,main,PS1CMessor_barbarus2Eye,Messor_barbarus,2,0.239,1.111,1.171,1.049
684,PS1,C,main,PS1CMessor_barbarus3Eye,Messor_barbarus,3,0.282,2.254,1.893,1.790
684,PS1,C,main,PS1CMessor_bouvieri1Eye,Messor_bouvieri,1,0.225,1.323,1.174,1.136
